transaction_id,item_sku,region,transaction_date,unit_price,units_sold,card_number,cvv
10680,PROD-010,Central,2023-07-04,454.5,19,7500720716804332,427
12526,PROD-037,North,2023-07-04,71.64,62,6298611195061903,100
11683,PROD-096,North,2023-07-04,217.13,40,2548561241566757,247
14865,PROD-058,East,2023-07-05,98.8,40,2711291011194896,364
13468,PROD-088,East,2023-07-05,347.41,39,8929665870244035,508
14000,PROD-053,Central,2023-07-05,352.03,32,4791411977624508,769
10416,PROD-072,Central,2023-07-05,185.56,96,3356983977208833,718
11236,PROD-056,West,2023-07-05,436.88,81,1714116309559113,678
10121,PROD-058,East,2023-07-05,434.64,37,3299683262248014,851
10372,PROD-062,Central,2023-07-06,190.79,31,3905475733812245,724
12182,PROD-068,West,2023-07-06,51.15,14,3105013442776365,208
10999,PROD-066,South,2023-07-06,385.94,9,3271892902522024,474
10976,PROD-059,South,2023-07-06,361.89,87,8587263212849554,262
12596,PROD-054,South,2023-07-07,114.37,96,3244299779318066,947
14532,PROD-099,West,2023-07-07,477.63,9,2779995027507590,407
13439,PROD-028,South,2023-07-07,83.87,78,5594004009935426,365
14612,PROD-077,Central,2023-07-08,78.76,60,6495885476388365,777
13708,PROD-068,West,2023-07-08,48.33,6,7102436943872767,216
14460,PROD-051,North,2023-07-08,15.84,33,6532180562391882,483
12011,PROD-052,West,2023-07-08,343.2,1,3814427103092663,734
14719,PROD-001,Central,2023-07-09,19.68,75,8689810383271050,779
11188,PROD-063,East,2023-07-09,18.11,57,6558859749356436,961
10041,PROD-030,West,2023-07-09,358.82,95,6486090821443147,552
13434,PROD-083,Central,2023-07-09,179.61,44,2863831324828463,931
12166,PROD-007,East,2023-07-10,14.59,86,8761450489093333,473
13812,PROD-085,South,2023-07-10,435.76,30,2880867630412745,310
10020,PROD-074,South,2023-07-10,191.39,85,5896368065263061,753
11190,PROD-011,South,2023-07-10,488.14,4,4313141978380709,563
13861,PROD-071,North,2023-07-10,176.97,13,5099620844913522,168
10793,PROD-097,Central,2023-07-10,174.49,99,3123199228627014,947
14031,PROD-075,North,2023-07-10,423.4,19,8150740074535207,204
11312,PROD-087,West,2023-07-11,104.41,68,6296983241895938,330
13626,PROD-072,East,2023-07-11,141.97,52,6677618965989540,405
14148,PROD-042,North,2023-07-11,174.79,39,8569931502935896,559
13425,PROD-064,East,2023-07-11,457.64,14,2233919745850167,995
14254,PROD-049,West,2023-07-11,477.07,76,7907416062287086,518
10656,PROD-086,West,2023-07-11,54.86,31,1877320400008869,399
10324,PROD-066,South,2023-07-11,330.95,29,2084177268297178,974
11297,PROD-021,Central,2023-07-11,317.32,31,4297155703146367,271
11687,PROD-076,North,2023-07-12,86.73,87,6857870546788646,321
11718,PROD-045,West,2023-07-12,48.38,70,7542263684726642,749
11736,PROD-040,West,2023-07-12,380.16,60,3905427231391831,714
11246,PROD-071,West,2023-07-12,78.25,71,6074898024274295,147
11203,PROD-001,North,2023-07-12,12.9,97,7431235928979657,776
12794,PROD-076,Central,2023-07-12,43.34,20,2444672561387680,130
13319,PROD-011,North,2023-07-13,27.79,28,7496267953926895,911
10687,PROD-031,South,2023-07-14,428.14,47,2546996751329956,517
10226,PROD-070,Central,2023-07-14,145.47,97,5875320045419996,133
10779,PROD-091,North,2023-07-14,394.72,67,2412855558746600,768
13109,PROD-011,East,2023-07-15,201.35,15,8440195089486850,427
11004,PROD-020,East,2023-07-15,312.26,20,3911973342722855,120
12215,PROD-045,South,2023-07-15,483.19,7,8355440906921897,529
12504,PROD-027,South,2023-07-16,203.56,51,5683833615591964,602
11970,PROD-073,Central,2023-07-16,206.64,9,1514050677269678,557
10928,PROD-091,Central,2023-07-17,337.81,81,2650479480730769,488
12160,PROD-006,East,2023-07-17,61.59,3,5596587122865843,873
10037,PROD-019,Central,2023-07-17,104.53,71,4623201886719863,126
14548,PROD-032,West,2023-07-17,97.78,100,6553361701899738,221
10823,PROD-056,North,2023-07-17,137.56,79,4465086762425325,359
10230,PROD-050,Central,2023-07-18,314.99,47,4485008284408164,200
10290,PROD-022,South,2023-07-18,79.89,65,6828697986843287,503
12539,PROD-026,West,2023-07-18,214.47,52,4369463556267938,705
10561,PROD-067,North,2023-07-19,388.49,73,4280027561200684,130
11434,PROD-068,South,2023-07-19,431.77,52,1692358657096729,638
13404,PROD-038,Central,2023-07-19,312.96,82,8677538740102893,560
14852,PROD-060,East,2023-07-20,323.51,96,5482542099968575,968
10233,PROD-080,Central,2023-07-20,135.49,12,1500282343122214,315
12977,PROD-062,North,2023-07-20,492.53,54,7377524735459422,573
12921,PROD-008,North,2023-07-20,275.86,87,8174235183546031,532
12865,PROD-037,Central,2023-07-20,344.68,89,7817513850873611,543
11358,PROD-030,North,2023-07-21,385.94,38,6332643844133635,553
10339,PROD-059,Central,2023-07-22,279.89,55,6760471465281661,690
10244,PROD-097,West,2023-07-22,414.37,1,3645233712601079,559
13986,PROD-089,West,2023-07-22,491.3,36,6302058263783503,746
14645,PROD-083,South,2023-07-22,119.62,86,6905657917632408,573
14203,PROD-076,Central,2023-07-23,205.15,43,1900188796073129,146
10329,PROD-009,East,2023-07-23,499.03,6,6143332225467330,804
12603,PROD-051,East,2023-07-23,486.67,99,5502208940773844,353
12836,PROD-095,East,2023-07-24,227.35,33,2186044491954178,485
13158,PROD-027,East,2023-07-24,239.53,58,8549894627444957,948
13625,PROD-095,East,2023-07-24,356.94,71,2702492988643249,715
11318,PROD-044,South,2023-07-24,325.58,50,5844079814757629,200
14459,PROD-058,West,2023-07-25,174.46,44,2074401915874064,211
12672,PROD-011,North,2023-07-25,381.74,8,8979950625476511,284
14836,PROD-031,South,2023-07-25,339.76,97,1171453488543087,336
12694,PROD-001,North,2023-07-26,454.15,10,2536409650191367,753
13900,PROD-050,West,2023-07-26,30.11,14,5674928614275099,849
14056,PROD-055,East,2023-07-26,226.41,50,5973511228569992,454
12824,PROD-041,West,2023-07-26,72.4,22,1888403284169002,243
11333,PROD-042,East,2023-07-26,50.72,78,3300696873261032,689
12644,PROD-024,North,2023-07-27,197.19,72,6643771343461108,545
14067,PROD-072,West,2023-07-27,317.22,87,5732734552939181,178
10607,PROD-084,West,2023-07-27,328.85,12,3058740689243943,448
14998,PROD-090,North,2023-07-27,307.88,51,4657158742119517,485
12242,PROD-060,South,2023-07-27,87.47,89,3378211201174236,618
13148,PROD-064,North,2023-07-28,158.83,27,4468103616132877,642
11077,PROD-055,Central,2023-07-28,322.91,16,4480139130846262,134
11067,PROD-066,North,2023-07-29,442.59,87,6250477248750137,320
12973,PROD-021,East,2023-07-29,211.02,89,7086484003288959,179
13540,PROD-015,East,2023-07-29,333.29,42,4593718697447488,596
10593,PROD-044,Central,2023-07-29,107.61,16,3917236694042177,467
10845,PROD-040,West,2023-07-29,436.6,47,4841932910272663,256
12543,PROD-004,West,2023-07-30,21.55,62,4941264131847348,867
13990,PROD-066,West,2023-07-30,419.97,76,4695340281555721,290
13766,PROD-028,South,2023-07-30,240.73,55,5295846667726129,482
12237,PROD-014,Central,2023-07-31,442.1,2,5675400312404931,535
11932,PROD-089,West,2023-07-31,224.77,74,2227049845302285,742
10387,PROD-088,West,2023-08-01,27.28,35,6734554073369609,799
14234,PROD-003,South,2023-08-01,167.25,52,5578236319813308,373
14078,PROD-056,East,2023-08-01,285.75,63,3124725677167590,840
12621,PROD-089,East,2023-08-02,79.19,73,6302348776822696,190
13306,PROD-054,North,2023-08-02,495.06,28,5472733266982794,549
14893,PROD-006,South,2023-08-02,98.56,79,8425014425957013,521
14123,PROD-017,West,2023-08-02,85.66,83,1763062571106187,764
14392,PROD-061,West,2023-08-02,258.82,47,7881744462365270,788
11588,PROD-010,West,2023-08-02,277.15,49,4503753531842415,694
14881,PROD-049,South,2023-08-03,331.6,100,2814621191805017,206
12065,PROD-052,Central,2023-08-03,207.76,88,5414195538694916,312
12950,PROD-019,North,2023-08-03,148.39,65,7170813593125209,745
13785,PROD-039,North,2023-08-03,426.13,42,1070734824587431,612
13470,PROD-056,Central,2023-08-03,433.9,76,8750062445015577,390
13440,PROD-078,North,2023-08-03,285.54,64,8105584105868266,807
10107,PROD-006,Central,2023-08-04,296.51,66,6333453301014925,193
13388,PROD-020,South,2023-08-04,433.9,1,6563533959483800,600
13802,PROD-066,South,2023-08-04,315.19,21,3828192182595884,923
10784,PROD-089,North,2023-08-05,177.95,35,2633783806586391,339
12091,PROD-017,Central,2023-08-05,169.12,5,6666485567672962,360
14515,PROD-075,East,2023-08-05,230.99,45,8398069121994389,423
11644,PROD-037,East,2023-08-05,79.38,20,6995354354530135,343
11743,PROD-076,South,2023-08-06,464.69,11,4971450977692649,720
12595,PROD-058,East,2023-08-06,114.68,34,1048931187154641,722
10749,PROD-074,North,2023-08-06,59.16,86,4164068983587102,117
14048,PROD-013,West,2023-08-06,260.86,26,2602925597513332,986
10457,PROD-099,Central,2023-08-06,115.92,1,4518960477385818,446
10199,PROD-012,East,2023-08-06,23.98,93,7549882600643694,534
12076,PROD-065,Central,2023-08-07,216.79,66,3892559487255070,319
12660,PROD-085,North,2023-08-07,166.39,59,6305560710947314,402
12846,PROD-038,West,2023-08-07,96.27,50,2111640129949351,151
10778,PROD-093,North,2023-08-07,66.14,79,3881284701242944,340
13314,PROD-036,East,2023-08-07,189.19,67,2484297564997930,630
11802,PROD-032,South,2023-08-08,300.08,95,2859563621045014,388
10581,PROD-017,East,2023-08-08,95.97,75,7131342919784807,569
10741,PROD-047,North,2023-08-08,234.74,81,2473845972652019,566
10061,PROD-080,Central,2023-08-08,71.98,66,4939909097580472,791
11301,PROD-035,Central,2023-08-09,295.19,58,6180965069877440,672
13170,PROD-045,Central,2023-08-09,273.11,51,6584507726784899,374
10004,PROD-001,West,2023-08-09,264.19,15,5168704713912572,196
12142,PROD-048,East,2023-08-09,322.14,18,4172066311487609,172
13220,PROD-046,East,2023-08-09,32.59,61,1069519135792611,502
12235,PROD-038,North,2023-08-10,248.35,100,8531006973817000,470
13868,PROD-060,Central,2023-08-10,301.85,82,7147020652435739,220
12581,PROD-039,East,2023-08-10,269.54,54,6015262668993090,115
10856,PROD-098,East,2023-08-10,48.02,65,7938300850687880,243
13334,PROD-053,North,2023-08-10,233.37,72,3545323344709464,308
14692,PROD-017,Central,2023-08-11,405.26,92,7971250062882116,608
14378,PROD-030,North,2023-08-11,371.23,64,6575988195832871,154
10798,PROD-033,West,2023-08-11,363.58,37,3389750700609081,806
12627,PROD-017,South,2023-08-11,373.87,63,4760344142486028,563
14842,PROD-024,Central,2023-08-11,415.72,57,5692822742425469,867
14549,PROD-008,West,2023-08-11,167.38,60,1647299343353766,125
12967,PROD-058,Central,2023-08-11,201.99,57,4813828196463009,489
13930,PROD-005,North,2023-08-11,375.53,81,6901893218757837,767
13685,PROD-022,Central,2023-08-11,153.67,89,6814161319915311,497
14049,PROD-059,West,2023-08-11,275.03,70,4213866790606415,398
11057,PROD-015,South,2023-08-11,339.48,92,3699431256089921,554
11386,PROD-053,East,2023-08-12,432.93,76,5095841782756725,894
12361,PROD-010,East,2023-08-12,253.22,88,4123905835222729,726
14588,PROD-042,South,2023-08-12,209.5,38,7347231395921924,569
12587,PROD-082,Central,2023-08-12,295.52,52,2660881408075993,821
10522,PROD-057,North,2023-08-12,36.25,90,5007642784395378,268
13798,PROD-050,West,2023-08-13,85.97,8,6592241244815119,340
13090,PROD-094,Central,2023-08-13,47.53,38,7839561397536997,148
12671,PROD-024,South,2023-08-13,197.71,23,7805480168932012,308
10627,PROD-029,North,2023-08-13,79.22,39,5615162010798344,163
12634,PROD-087,South,2023-08-14,484.21,52,3550998653224434,341
11466,PROD-028,North,2023-08-14,22.11,17,1384087812379327,749
11889,PROD-007,South,2023-08-15,459.76,1,7931221141850384,498
11979,PROD-007,North,2023-08-15,322.71,82,7099075455910960,413
14177,PROD-058,West,2023-08-15,94.69,10,6195082462368266,664
10224,PROD-095,Central,2023-08-15,100.27,71,2271999312067709,919
13269,PROD-015,South,2023-08-15,150.26,17,8241324686940337,759
10596,PROD-008,Central,2023-08-16,225.71,19,3264298531989070,793
14992,PROD-052,West,2023-08-16,469.63,59,3733937009518334,245
12711,PROD-012,West,2023-08-16,440.29,33,4313085432680231,989
14939,PROD-091,North,2023-08-16,289.46,51,2428607948970800,592
11990,PROD-058,Central,2023-08-17,26.61,37,2712283060147535,654
10840,PROD-034,South,2023-08-17,339.34,44,2440582575318876,177
14711,PROD-096,East,2023-08-17,459.96,95,5233601229162624,729
13212,PROD-037,North,2023-08-17,488.04,50,5574175449224039,345
11991,PROD-047,West,2023-08-18,193.36,96,4362604710669541,441
13412,PROD-061,Central,2023-08-18,477.11,85,6759487988584990,501
10204,PROD-092,East,2023-08-18,212.74,54,3134368226953190,236
14220,PROD-071,Central,2023-08-18,17.62,91,6134737739045370,456
12153,PROD-097,North,2023-08-18,255.76,15,4436382404712995,894
11389,PROD-006,North,2023-08-18,443.99,45,6390745491555326,338
14910,PROD-081,West,2023-08-18,179.42,91,8860695751027625,442
14870,PROD-025,East,2023-08-18,150.37,18,7472434678735621,745
14242,PROD-041,East,2023-08-18,84.09,44,4887245611669782,287
13251,PROD-086,North,2023-08-19,251.6,31,4874656179081583,963
12212,PROD-095,Central,2023-08-19,443.97,92,3826456610239641,685
12216,PROD-061,South,2023-08-19,277.41,44,3227326247213990,393
14806,PROD-068,East,2023-08-19,403.69,4,8505870532231902,569
11752,PROD-015,East,2023-08-20,362.83,21,3204642273200482,645
14372,PROD-007,Central,2023-08-20,124.51,87,8435989769131013,801
11427,PROD-080,Central,2023-08-20,318.21,26,5517211627304085,770
11854,PROD-015,South,2023-08-20,376.33,65,8057813467496474,822
13192,PROD-007,West,2023-08-20,218.23,36,4265706390777919,431
14089,PROD-092,East,2023-08-20,396.62,62,4782462249203735,953
11364,PROD-007,North,2023-08-20,435.77,32,1314901058777075,266
11563,PROD-046,North,2023-08-21,217.11,52,5800608257114221,927
13758,PROD-056,South,2023-08-21,381.74,22,6387812644263289,903
11355,PROD-071,South,2023-08-21,142.22,18,4887760811407886,912
13266,PROD-015,Central,2023-08-21,327.45,18,4988053690101837,313
12258,PROD-090,Central,2023-08-21,273.82,30,3193495394275448,164
13547,PROD-059,South,2023-08-22,110.51,28,4438600322119988,602
10696,PROD-028,East,2023-08-22,353.46,1,7989565236607222,181
14118,PROD-016,South,2023-08-22,119.57,22,7871219021294420,910
14229,PROD-033,East,2023-08-22,239.43,82,8983981356428509,695
13580,PROD-095,East,2023-08-22,202.93,83,4971114647552593,489
10564,PROD-010,South,2023-08-23,106.69,38,2123983818971065,198
14324,PROD-026,West,2023-08-23,289.96,29,8706789899063014,160
11362,PROD-097,North,2023-08-23,403.24,41,8418878620639172,557
13984,PROD-012,West,2023-08-23,177.42,69,7099939459447849,570
12657,PROD-073,South,2023-08-23,308.26,8,2717734112459668,692
11673,PROD-056,South,2023-08-23,384.15,49,1790243021614794,772
11813,PROD-017,Central,2023-08-23,73.31,42,1639582957142773,366
10153,PROD-075,West,2023-08-23,491.35,77,3531298133776202,642
11892,PROD-013,West,2023-08-23,99.39,86,8043239735491210,173
10214,PROD-033,East,2023-08-24,326.73,16,8249729724725247,671
11788,PROD-021,Central,2023-08-24,178.7,68,1954716558822830,947
10668,PROD-092,West,2023-08-24,387.0,91,6091907914964380,957
13586,PROD-035,North,2023-08-24,277.19,20,2075115309995273,850
10824,PROD-098,Central,2023-08-24,59.21,99,6997291252009237,789
10735,PROD-097,East,2023-08-25,244.97,50,2410583732355963,222
13966,PROD-024,South,2023-08-25,268.29,27,7406287005940927,607
12186,PROD-095,South,2023-08-25,375.58,11,4803203410641379,726
10445,PROD-046,East,2023-08-25,92.94,17,4576642374356331,582
10998,PROD-076,North,2023-08-25,363.38,12,4519188652314161,297
11900,PROD-086,East,2023-08-26,365.54,79,2803047897988377,162
12408,PROD-083,East,2023-08-26,399.49,7,2531862115717849,350
10939,PROD-034,South,2023-08-26,449.73,9,2810655772199125,577
12167,PROD-039,Central,2023-08-26,350.59,61,6568401160715486,771
11637,PROD-057,West,2023-08-27,132.93,54,4624760543765602,916
12512,PROD-073,North,2023-08-27,79.84,98,1209860482698586,260
10584,PROD-000,South,2023-08-27,367.91,11,7615053303375857,960
13013,PROD-039,East,2023-08-28,266.52,16,8133303996346242,633
10803,PROD-041,West,2023-08-28,140.56,45,1985025910096424,923
14069,PROD-041,Central,2023-08-29,222.97,72,1988907222826586,765
10538,PROD-080,East,2023-08-29,42.52,31,2905119755660876,460
11957,PROD-043,West,2023-08-29,25.95,44,5789769451205166,571
13122,PROD-019,South,2023-08-29,318.77,31,5787686561962165,708
12075,PROD-089,East,2023-08-30,493.16,60,8971803304763593,220
12395,PROD-077,South,2023-08-30,248.22,13,8728076132608581,794
14009,PROD-025,West,2023-08-30,21.42,16,4486647060468677,769
12069,PROD-098,East,2023-08-30,308.4,20,7269631912374802,884
13963,PROD-026,North,2023-08-30,264.58,65,7008113254066102,720
10094,PROD-064,East,2023-08-30,225.02,90,4913639545402156,346
11125,PROD-017,Central,2023-08-30,209.62,17,5695191319675871,728
13782,PROD-092,East,2023-08-31,290.98,65,8993191513500568,323
12077,PROD-083,West,2023-08-31,93.43,76,6160544729625938,924
14973,PROD-003,Central,2023-09-01,30.48,90,7005893043341718,497
10486,PROD-096,North,2023-09-01,95.95,37,7965261932071633,779
10292,PROD-012,South,2023-09-01,330.94,84,2072262986019654,510
13668,PROD-004,North,2023-09-01,447.01,29,6827934013501047,846
11756,PROD-044,East,2023-09-02,284.83,46,4051861027389088,893
11453,PROD-045,East,2023-09-02,47.7,77,1588929257239065,827
14261,PROD-030,Central,2023-09-02,357.33,36,8984849936435213,232
10572,PROD-007,South,2023-09-02,428.54,84,1302650808675656,706
14695,PROD-032,South,2023-09-03,122.08,48,1527702021497356,101
13696,PROD-012,West,2023-09-03,458.92,59,1642461728409346,649
10024,PROD-018,Central,2023-09-03,198.23,33,7039955339192316,237
14793,PROD-070,North,2023-09-03,106.47,93,8214978896181735,747
11393,PROD-089,East,2023-09-03,166.6,82,8036992260690912,636
10451,PROD-004,Central,2023-09-03,56.69,66,6930466470426416,923
10496,PROD-035,East,2023-09-03,218.48,49,5094877925202113,780
12321,PROD-089,South,2023-09-03,153.9,64,3162008190726794,484
13569,PROD-041,West,2023-09-04,408.72,68,3418054812976730,185
14945,PROD-033,West,2023-09-05,189.96,58,3254397815500115,946
10711,PROD-002,East,2023-09-05,247.33,24,3813522262627574,305
10794,PROD-042,North,2023-09-05,111.27,98,8094691327556039,816
14434,PROD-012,South,2023-09-05,335.84,38,4203368309893454,559
10106,PROD-063,South,2023-09-05,274.07,46,4065512043572718,604
12957,PROD-035,East,2023-09-06,489.36,67,7298267175326624,708
14006,PROD-004,South,2023-09-06,174.89,58,5372583163482685,984
12368,PROD-023,North,2023-09-06,429.4,6,4143063483737864,178
14813,PROD-055,South,2023-09-06,385.55,33,5097180297989353,193
14677,PROD-069,South,2023-09-07,197.2,82,5548545066707932,773
13069,PROD-086,East,2023-09-07,153.59,19,4255555123017955,786
13803,PROD-071,East,2023-09-07,322.37,73,5013453566315076,555
10426,PROD-089,South,2023-09-07,393.68,68,8104103474046437,447
11708,PROD-049,Central,2023-09-07,249.03,58,4061249986132462,918
11354,PROD-042,North,2023-09-08,158.53,54,3501115825506800,594
12528,PROD-043,Central,2023-09-08,78.1,96,3973731879550947,617
12294,PROD-009,North,2023-09-08,110.15,65,1743119774637807,283
10505,PROD-086,South,2023-09-09,350.2,27,8179993990890367,661
12813,PROD-009,North,2023-09-09,247.95,31,5566520005229868,303
11545,PROD-036,South,2023-09-09,319.78,40,5076584095844848,275
12354,PROD-084,North,2023-09-09,444.73,99,8723988050358633,523
13079,PROD-042,East,2023-09-09,441.76,2,4828225783440666,580
10173,PROD-041,South,2023-09-10,158.27,79,8498011097313837,843
11664,PROD-079,North,2023-09-10,445.54,44,2986307595815100,311
11058,PROD-073,East,2023-09-10,103.4,50,4971693001203400,270
13039,PROD-000,East,2023-09-11,255.04,37,1010336886671202,608
10615,PROD-021,East,2023-09-11,43.64,49,7547074954127148,773
14803,PROD-027,South,2023-09-11,309.86,91,7748524004062800,322
10297,PROD-043,South,2023-09-11,311.31,70,2774016401499942,582
14610,PROD-083,North,2023-09-12,322.69,26,8175339341120481,507
13519,PROD-042,South,2023-09-12,205.25,38,5584957317651554,548
12123,PROD-059,North,2023-09-12,139.31,77,6675446625247596,224
10660,PROD-065,East,2023-09-12,492.0,42,3859975451520388,151
11905,PROD-044,West,2023-09-13,210.62,45,4238052511266173,173
14918,PROD-000,South,2023-09-13,156.15,12,1207261773172313,295
12758,PROD-004,North,2023-09-13,413.96,90,2942941060582544,628
10553,PROD-066,North,2023-09-13,443.21,74,5586649991614528,996
11786,PROD-059,North,2023-09-14,81.53,61,5849119037594310,609
13591,PROD-058,East,2023-09-14,155.35,89,6757995642102964,235
13160,PROD-032,West,2023-09-14,143.0,10,8430806247928746,598
11168,PROD-047,East,2023-09-14,302.44,69,7769907014236565,819
12134,PROD-037,East,2023-09-14,171.9,60,7635543966775315,883
10775,PROD-064,West,2023-09-15,324.4,29,3320096805029935,652
13706,PROD-064,Central,2023-09-15,66.03,67,8956718520684180,247
10601,PROD-097,West,2023-09-15,285.29,94,5598825364596665,828
14573,PROD-060,Central,2023-09-15,326.39,23,3655084006993649,644
14583,PROD-040,West,2023-09-15,163.59,5,8085823647748020,157
12637,PROD-097,South,2023-09-16,211.69,50,2448933940654805,625
10014,PROD-094,East,2023-09-16,193.58,63,4893709866875177,520
14775,PROD-012,Central,2023-09-16,56.2,62,3326169588731600,968
14890,PROD-058,South,2023-09-16,389.81,86,3100017486954360,345
14877,PROD-018,South,2023-09-16,105.84,25,1404666092965305,979
13537,PROD-001,North,2023-09-16,99.55,50,7990416616794696,860
12951,PROD-019,East,2023-09-16,464.91,54,3315560636078026,585
12736,PROD-054,Central,2023-09-17,166.53,50,1004427743121445,859
12566,PROD-074,West,2023-09-17,439.64,50,8652194656854965,558
13627,PROD-097,Central,2023-09-17,99.01,27,7102857823750331,998
13850,PROD-011,North,2023-09-17,284.72,32,4213429613218843,122
10846,PROD-004,South,2023-09-17,157.81,94,6181780613766725,892
11002,PROD-093,East,2023-09-17,334.76,47,6296299435324630,502
11401,PROD-054,North,2023-09-17,395.97,32,2081925065327225,233
14961,PROD-007,West,2023-09-18,34.43,36,1007112715937008,330
14174,PROD-072,Central,2023-09-18,430.09,32,3849096504136921,205
14028,PROD-057,Central,2023-09-18,296.66,86,2773063150296651,941
12387,PROD-035,South,2023-09-18,291.08,49,5488309375709665,631
14518,PROD-087,South,2023-09-19,246.87,66,6293959443888070,425
11006,PROD-064,West,2023-09-19,256.53,100,7344152958793018,444
10948,PROD-021,North,2023-09-19,337.31,6,3956027977790397,289
13666,PROD-059,South,2023-09-19,234.29,56,8381682339717660,568
11521,PROD-037,West,2023-09-19,402.48,58,1363930716229450,692
14236,PROD-067,North,2023-09-19,160.74,60,2404186880621004,753
12099,PROD-005,North,2023-09-19,469.19,70,6532612275491565,655
12343,PROD-081,North,2023-09-19,261.99,74,1547545899295932,871
11255,PROD-057,East,2023-09-21,442.87,83,6242474818490915,530
10737,PROD-068,East,2023-09-21,17.6,14,5896626664230077,118
10162,PROD-094,South,2023-09-21,47.64,16,5911654680932740,287
11809,PROD-077,East,2023-09-21,281.09,35,4777034073855417,701
11194,PROD-096,South,2023-09-21,300.83,84,6001457925195261,474
13739,PROD-069,East,2023-09-21,185.93,54,4887735238078566,853
14522,PROD-065,East,2023-09-21,235.79,65,8644205283281242,925
14708,PROD-006,South,2023-09-22,201.51,47,5838022973913150,526
14260,PROD-070,North,2023-09-22,179.77,12,2260475163013863,360
11792,PROD-072,Central,2023-09-22,33.26,78,6008376575158496,311
12771,PROD-050,Central,2023-09-22,379.06,36,8171969501047619,709
13640,PROD-089,West,2023-09-22,348.6,76,2479914188685880,265
12144,PROD-015,North,2023-09-22,188.14,2,2620792215650147,371
14303,PROD-028,North,2023-09-22,286.53,96,3545464418500409,774
12444,PROD-001,West,2023-09-23,60.69,69,3350203294231887,610
13017,PROD-087,Central,2023-09-23,492.31,76,1531267514655714,660
10309,PROD-036,Central,2023-09-23,194.0,79,5310613850823445,805
10630,PROD-088,South,2023-09-23,30.33,49,1957212891385023,458
10218,PROD-059,North,2023-09-23,189.76,10,7364755260533150,745
11623,PROD-025,South,2023-09-24,84.3,28,1757727905404076,285
14233,PROD-094,South,2023-09-24,136.03,94,4556900810670952,496
10213,PROD-038,North,2023-09-24,105.39,49,1519480633182258,805
14437,PROD-082,South,2023-09-24,90.33,2,8448497628020528,192
13116,PROD-082,Central,2023-09-24,37.49,7,3020734057816778,328
13859,PROD-039,Central,2023-09-25,290.2,19,7301221224135595,426
10795,PROD-055,South,2023-09-25,313.26,60,8995656045120174,571
14383,PROD-050,Central,2023-09-25,348.49,39,8370608308310818,100
13936,PROD-039,North,2023-09-25,289.35,21,2432007772804000,881
11494,PROD-007,West,2023-09-25,100.01,58,1724343313578362,402
14258,PROD-048,West,2023-09-25,60.04,18,6758170728394672,153
14795,PROD-060,Central,2023-09-25,443.33,90,4932502958816895,276
14943,PROD-093,West,2023-09-26,197.76,6,3679726480387408,621
10223,PROD-018,Central,2023-09-26,446.24,50,4392946581264081,136
13954,PROD-090,Central,2023-09-26,230.71,80,2881698165098060,636
11440,PROD-039,East,2023-09-26,382.67,30,6964563276182926,726
14043,PROD-063,East,2023-09-26,403.71,66,7154371086783595,446
14020,PROD-073,South,2023-09-27,40.03,21,2954367492077860,456
10628,PROD-076,East,2023-09-27,174.87,86,4416200283059932,567
10051,PROD-063,West,2023-09-27,70.51,76,3893559899376485,281
11511,PROD-081,East,2023-09-27,412.89,48,3113174187394354,480
14346,PROD-048,West,2023-09-27,132.36,49,4294865084233709,178
14514,PROD-048,West,2023-09-27,55.62,98,4646430814138846,326
13043,PROD-003,North,2023-09-27,492.06,36,4877174151029693,765
10975,PROD-064,Central,2023-09-28,473.98,24,3555946361067520,787
14564,PROD-009,Central,2023-09-28,283.32,38,5028775534409328,178
11265,PROD-089,South,2023-09-28,31.42,52,7046315841953238,165
11249,PROD-031,West,2023-09-28,469.32,34,2931530378489894,847
10650,PROD-087,West,2023-09-28,398.01,5,2281525437211678,200
11310,PROD-058,South,2023-09-29,158.79,74,8459396655064790,375
11944,PROD-030,Central,2023-09-29,181.55,23,6836470047109326,123
10487,PROD-080,Central,2023-09-30,53.42,65,3264525940869000,913
13496,PROD-075,West,2023-09-30,10.32,89,1421002195992743,766
14685,PROD-068,East,2023-09-30,245.8,12,1142899557415697,558
13313,PROD-088,Central,2023-09-30,334.91,98,3405544729532737,196
12211,PROD-052,East,2023-09-30,208.39,37,5421555713538063,307
10530,PROD-020,North,2023-09-30,250.88,5,8195512890290804,832
11063,PROD-038,South,2023-10-01,49.35,38,3608640559680491,518
14555,PROD-084,South,2023-10-01,275.2,57,6514654995362693,385
14053,PROD-091,South,2023-10-01,107.67,99,4372265313206066,556
13097,PROD-067,Central,2023-10-01,383.42,91,4634322937063805,146
10338,PROD-040,South,2023-10-01,373.11,62,3223597899533257,221
13475,PROD-053,Central,2023-10-01,239.47,22,5127571077063406,897
12738,PROD-077,Central,2023-10-02,401.12,86,3893346584623527,476
10518,PROD-066,South,2023-10-02,410.79,62,6314944091766600,125
14200,PROD-048,East,2023-10-02,116.49,53,8855739517193314,566
11662,PROD-031,North,2023-10-02,133.96,32,8205843389546464,934
10185,PROD-063,North,2023-10-02,35.15,61,4113221723161085,239
13988,PROD-087,South,2023-10-02,457.11,76,8906384557129655,137
10295,PROD-018,East,2023-10-02,10.2,3,7871838488198291,159
11128,PROD-053,West,2023-10-03,437.26,37,2423873938455514,831
